ID,Requisito,Processo,Subprocesso,Módulo,Submodulo,ID BPD,Nome BPD,Descrição,App ID,Atende,OBS,Acelerador,FIT/GAP/DELTA,Workshop,Workshop (bagunçado),SCOPE_ITEM,ID_GAP,GAP Descrição
6,6005,Cadastro,Cliente,KLASSFORR,"C4C, TM, SD, SDM,BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Permitir a inclusão da latitude e da longitude no cadastro do cliente e automaticamente calcular a distância entre a filial de abastecimento e o cliente (ida e volta). Trabalhamos atualmente com a localização geográfica do cliente com sua latitude e longitude. Durante o cadastro do cliente, estes dados são consultados utilizando a API do Google Maps o qual retorna por meio do endereço do cliente, a sua localização. Assim, a distância do cliente é automaticamente calculada cruzando suas coordenadas com as coordenadas da filial onde o mesmo irá retirar o produto e assim vincular a tabela de fretes e calcular o mesmo de acordo a distância apontada. Esta distância multiplicada por 2 é utilizada para cálculo do frete do cliente. Estes dados também favorecem algumas rotinas no sistema como a roteirização de cargas.",,,"Sugestão: aba ""Identificação"", grupo ""Nºs de identificação""",,,,ID 44 - Cliente (BP - Business Partner),,,
7,6006,Cadastro,Cliente,KLASSFORR,"C4C, TM, SD, SDM,BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Permitir o vínculo da Região a partir da definição da mesma no cadastro de municípios, no momento da definição do município no cliente, a informação da região deverá ser alimentada automaticamente. A indicação de regiões é importante para gerar a carteira de clientes que será atendida por determinado vendedor interno ou executivo de área. Cada vendedor interno ou executivo de área possuirá uma região vinculada ao mesmo. Quando houver uma mudança no atendimento, esta alteração deverá ter impacto sobre todos os clientes que forem alcançados pela nova definição. Assim como as regiões de venda, também existem as regiões de atuação do executivo de área, entrega e rotas de entrega.",,,"Necessário GAP para automatizar o preenchimento do campo ""Região de vendas"" da aba ""Ordens""",,,,"Definição (Área de vendas, Canal de distribuição, Escritório de vendas, Grupo de vendedores, Setor de atividade)",,,
8,6012,Cadastro,Cliente,KLASSFORR,"C4C, TM, SD, SDM,BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Permitir o cadastro de 1 (um) ou mais e-mails durante o cadastro do cliente separados por tipo. Há a necessidade do cadastro de um ou mais endereços de e-mail no cadastro do cliente para que sejam cadastrados e-mails direcionados a cada tipo de assunto. Exemplo: E-mail para envio de XML, E-mail para contato com o cliente, E-mail geral da empresa, E-mail para envio de cobrança, etc",,,Necessário GAP para envio de XML,,,,ID 44 - Cliente (BP - Business Partner),,,
9,6014,Cadastro,Cliente,KLASSFORR,"C4C, TM, SD, SDM,BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Permitir informar a data de fundação, atualizar automaticamente a data de última compra, data de cadastro, data da primeira compra. Assim como estes campos, possibilitar a inclusão de outros campos que possam ser atualizados de forma automática. Possibilitar que o cadastro do cliente contenha os seguintes campos obrigatórios: requer envelope de segurança?, envio de adesivo e data, libera venda sem correspondência, data de recebimento da correspondência, código de atividade, número de autorização, código de instalação da ANP  (a partir  de  informação previamente  validada no arquivo de revendedores ANP), tancagem, tipo de identificação  para  depósito,  bandeira,  grupo  econômico,  bandeira  na  ANP,  possui  contrato  (S/N),  tipo  de produto comercializado (combustivel, lubrificante, ARLA), limite de crédito e validade, alerta, financiamento liberado, forma de pagamento, monitora inadimplências, créditos, responsável pelo cliente, data de abertura do cliente, vendedor (interno e executivo de área combustiveis, lubrificante e ARLA), frete (CIF ou FOB), filial padrão de abastecimento, valor do frete (conforme tabela), restrição de tipo de veículo, restrição de horário, necessita bomba para descarregamento, etc.",,,Necessário incluir campos na tela para atender o requisito,,,,"ID 179 - Relatórios - Vendas e Formulários (definição de relatórios e KPI's)
ID 45 -  Sales and Distribution: Cadastro de Cliente (dados gerais, dados de contabilidade, dados da área de vendas) +Oil (especificidades)",,,
10,6015,Cadastro,Cliente,KLASSFORR,"SD, AR, C4C,BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Possibilitar a inclusão de um ou mais sócios no quadro societário, esta informação deve ser validada em toda a inclusão de novos sócios e se algum deles coincidir com outro cadastro de cliente,  caracterizar automaticamente que os clientes pertencem ao mesmo grupo econômico. Possibilitar a inclusão de taxas diferenciadas por cliente para as seguintes condições (encargos financeiros, juros de mora, juros de cheque pré, juros de prorrogação, juros de reapresentação de cheques sem fundo, etc). Estas taxas são utilizadas nos módulos comercial, financeiro, tesouraria, etc para cálculo diferenciado se for o caso, em outras ocasiões as taxas padrão do sistema devem ser utilizadas.",,,"GAP: Houve entendimento que será necessário a criação de um alerta informando vinculo de cadastro de hierarquias com os postos e com CNPJ e CPF, para a liberação das taxas de crédito. GAP. Obs.:
Popup serve para validação do quadro societário com finalidade de formação de grupo econômico e ou restrição de crédito. Quanto as taxas foi apresentado em WS que sistema atende de forma 
standard com até cinco taxas diferentes por cliente.",,GAP,,ID 44 - Cliente (BP - Business Partner),,,"Houve entendimento que será necessário a criação de um alerta informando vinculo de cadastro de hierarquias com os postos e com CNPJ e CPF, para a liberação das taxas de crédito. GAP. Obs.:
Popup serve para validação do quadro societário com finalidade de formação de grupo econômico e ou restrição de crédito. Quanto as taxas foi apresentado em WS que sistema atende de forma 
standard com até cinco taxas diferentes por cliente."
11,6016,Cadastro,Cliente,KLASSFORR,"C4C, TM, SD, SDM,BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)",Possibilitar a inclusão de um ou mais endereços de cobrança. Possibilitar o cadastro dos locais de cobrança do cliente e direcionar automaticamente a geração do boleto com estes dados e ou envio de e-mails conforme cadastro.,,,Necessário GAP para geração de boleto e envio de e-mail,,,,ID 44 - Cliente (BP - Business Partner),,,
12,6017,Cadastro,Cliente,KLASSFORR,"C4C, TM, SD, SDM,BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Possibilitar a inclusão de um ou mais locais de entrega, com distância entre as filiais de abastecimento e o endereço. Caso específico da empresa Jeta, onde é  possível efetuar o descarregamento do produto em um local diferente do local de faturamento. Exemplo: Uma construtora adquire o produto e solicita que seja entregue na obra. Neste caso a distância do frete deve ser considerada pelo endereço de entrega e não pelo endereço de faturamento, afetando o valor do pedido durante a emissão do mesmo. Atentar ao fato de que isto somente pode ocorrer dentro do estado de origem.",,,Alinhar com Consultores TM,,,,ID 44 - Cliente (BP - Business Partner),,,
13,6018,Cadastro,Cliente,BP,"DMS, C4C",BP - BPD001 - DMS no SGI/Auditoria,BPD001 - Controladoria - DMS no SGI/Auditoria,"Possibilitar a inclusão de imagens ou anexos. O cadastro deve possibilitar a inclusão de documentos, imagens, etc, relacionados ao cliente com facilidade de acesso em diversas partes do sistema ao qual a consulta aos mesmos seja autorizada. A documentação faz parte do processo de aprovação de crédito e também para consultas da documentação do cliente.",,,,,,,342 - Gestão de documentos,,,
14,6019,Cadastro,Fornecedor,KLASSFORR,"MM, AP, C4C, BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Permitir  que no cadastro de fornecedor, a inclusão de informações das atividades que podem ser exercidas por eles, com a possibilidade de vincular os tipos de serviço (códigos, conforme a lei do ISS) relacionados à sua atividade  (Receita  Federal).  Genericamente  o  sistema  deve  permitir  ainda  a  inclusão  de  campos  que  serão inerentes as operações das empresas incluídas no sistema. Alguns campos são necessários para atendimento a legislação vigente e são utilizados na maioria para cálculo de impostos e também para geração de arquivos de obrigatoriedades. Exemplo: i-SIMP, SCANC, Sintegra, EFD, etc",,,"GAP Field exit, para inserir campos de credito relacionado ao quadro societário. Sera necessário criar fiel exit para inserção destes campos. GAP. Validar no standard",,GAP,,"ID 40 - Materials Management: Cadastro de Fornecedor (dados gerais, dados de contabilidade, dados da área de compras)",,,"Sera necessário criar fiel exit para inserção destes campos. GAP Field exit, para inserir campos de credito relacionado ao quadro societário"
15,6020,Cadastro,Fornecedor,KLASSFORR,"MM, AP, C4C, BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Possibilitar que o cadastro do fornecedor contenha os seguintes campos obrigatórios: Data de cadastro, tipo de  avaliação  (não  avalia,  entrada  da  NF  e  fechamento),  participação  em  leilão  (S/N),  código  de  ofertante (aplicável  para  leilão),  classificação  do  fornecedor  (fornecedor,  impostos,  taxas,  etc.),  categoria  do  SCANC, código  de  instalação,  código  de  atividade,  número  de  autorização  ANP  (previamente  validados),  grupo econômico,  ativo,  bloqueado,  não  emite  NF-e  (S/N),  optante  pelo  simples  nacional  (S/N),  emite  NF-e  de produtos (S/N), emite NF-e de serviços (S/N).",,,,,,,"ID 40 - Materials Management: Cadastro de Fornecedor (dados gerais, dados de contabilidade, dados da área de compras)",,,
16,6021,Cadastro,Fornecedor,KLASSFORR,"MM, AP, C4C, BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Permitir  inclusão  de  um  ou  mais  informações  bancárias  para  pagamento  (agência,  conta,  etc.).  Permitir  o cadastro de campos que são utilizados para facilitar a consulta a dados bancários do fornecedor, tais como: Banco,  Agência,  Conta,  forma  de  pagamento,  etc.  Estes  dados  na  maioria  serão  necessários  para  eventuais depósitos em conta-corrente ou até mesmo para geração do pagamento eletrônico.",,,Alinhar com Consultores FI,,,,ID 44 - Cliente (BP - Business Partner),,,
17,6022,Cadastro,Fornecedor,BP,MM,"BP - BPD003 - Processos de compras (incluir contrato, req. compras, pedido, devolução ao fornecedores relatórios)","BPD003 - Compras - Processos de compras (incluir contrato, req. compras, pedido, devolução ao fornecedores relatórios)","Permitir inclusão de tabela de preços do fornecedor. Possibilitar o controle de tabelas de preços de produto por fornecedor, onde serão listados os produtos do fornecedor e seus respectivos preços. Exemplo: Tabela de Preços de Produtos da Petrobrás. Possibilitar a visualização dos produtos adquiridos do fornecedor com sua nomenclatura,  código,  preço,  data  da  compra.  etc,  esta  informação  é  utilizada  para  geração  de  cotações  e ordens  de  compra,  nas  quais  o  código  e  a  nomenclatura  geradas  facilitam  a  identificação  pelo  fornecedor evitando o envio incorreto dos materiais.",,,,,,,ID 71 - Pedido de Compras,,,
18,6023,Cadastro,Fornecedor,TM,"BP, TD",TM - BPD007 - Gestão de Preços de Frete (TM),BPD007 - Transporte  e Logistica - Gestão de Preços de Frete (TM),"Permitir inclusão de tabelas de frete. Vincular as tabelas de frete às distâncias entre a Filial e o Fornecedor, similar ao cadastro de clientes.",,Atende,Alinhar com Consultores TM,,,,ID 209 - Custo de Frete,,,
19,6024,Cadastro,Produto,KLASSMAT,"IS-Oil, SD, C4C",KLASSMAT - BPD005 - Dados mestres de produto e serviço,BPD005 - CROSS - Dados mestres de produto e serviço,"Permitir  a  inclusão  das  informações  no  cadastro  do  produto,  considerando,  além  das  opções  existentes  na aplicação   padrão,   obrigatoriamente   as   seguintes   opções:   vigência   dos   componentes   de   mistura   (com histórico),  conversão  do  produto  (unidades  de  medidas  para  compra  e  venda),  peso  (líquido  e  bruto), segmentos  (grupo,  subgrupo,  família),  descrição  (especificações/características  do  produto),  foto,  garantia, código de barras, densidade, embalagem, bloqueio de estoque negativo, localização física, aplicação, código do SCANC, código da ANP (previamente validados), data do cadastro (inserida automaticamente), informações fiscais e tributárias, NCM, etc.",,,,,,,ID 42 - MM (m6) - Materials Management: Cadastro de materiais de compras e Serviços,,,
20,6026,Cadastro,Produto,PP,"C4C, SD",PP - BPD004 - Produção,BPD004 - Dados Mestres - Produção,"Permitir o cadastro e definição da ficha técnica dos produtos identificando as matérias-primas, serviços que compõem  o  produto  acabado,  informando  a  quantidade  utilizada  em  cada  item  (incluindo  percentual  de matéria-prima),  largura,  diâmetro,  comprimento,  peso,  margem  de  segurança,  percentual  de  perda  e  suas especificações   técnicas.   O  sistema  também  deve  permitir   trabalhar  com  diferentes   números  de   casas decimais. Necessidade devido a formulação de produtos como combustiveis e lubrificantes onde há a mistura de matérias-primas para criação de produtos acabados. Exemplo: Gasolina C = 73% Gasolina A + 27% Etanol Anidro. Possibilitar opção de cópia de formulação para facilitar o cadastro de uma ficha técnica parecida com um  novo  produto.  Neste  caso  específico  para  cadastro  de  ficha  técnica  de  lubrificantes  onde  há  muitos
componentes e a duplicação agilizaria o processo de cadastramento.",,Atende,,,FIT,,ID 58 - PP (t6) - Dados Mestre - Objetos técnicos (Planejamento e Controle de Produção),"BNK,BNL,BLD",,
